Timestamp,Symbol,Signal,Regime,Strategy,Entry_Price,SL,TP,Position_Size_USDT,Status,Exit_Price,Exit_Time,PnL_Percent,PnL_USDT,Score,ATR,Reasons,Timeframe
2025-12-25T22:55:46.522Z,XRP/USDT,LONG,RANGING,MEAN_REVERSION,1.84,1.84,1.86,100.00,SL_HIT,1.84,2025-12-26T01:28:19.451Z,0.00,0.00,60,0.01,"✓ Precio en BB inferior | ✓ RSI sobrevendido (21.1) | ✓ Orderbook comprador (Comprador fuerte (+18.0%))",15m
2025-12-25T22:55:47.551Z,ADA/USDT,SHORT,NEUTRAL,MOMENTUM,0.35,0.35,0.34,100.00,SL_HIT,0.35,2025-12-26T02:18:15.817Z,0.00,0.00,70,0.00,"✓ Volumen 8.4x | ✓ Alineación bajista de EMAs | ✓ MACD cruce bajista | ✓ Volumen 8.4x | ✓ Presión vendedora | ✓ OBV decreciente",15m
2025-12-25T22:55:47.610Z,ADA/USDT,SHORT,NEUTRAL,MOMENTUM,0.3459,0.3508,0.3384,100.00,SL_HIT,0.35,2025-12-26T02:18:16.661Z,-1.42,-1.42,100,0.00,"✓ Volume 8.4x avg | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ Volume 8.4x avg | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-25T22:55:48.142Z,ADA/USDT,SHORT,NEUTRAL,MOMENTUM,0.3460,0.3508,0.3385,100.00,SL_HIT,0.35,2025-12-26T02:18:17.496Z,-1.39,-1.39,100,0.00,"✓ Volume 8.4x avg | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ Volume 8.4x avg | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-25T22:55:48.175Z,ADA/USDT,SHORT,NEUTRAL,MOMENTUM,0.35,0.35,0.34,100.00,SL_HIT,0.35,2025-12-26T02:18:18.317Z,0.00,0.00,100,0.00,"✓ Volume 8.4x avg | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ Volume 8.4x avg | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-26T01:23:23.138Z,SOL/USDT,SHORT,TRENDING,MOMENTUM,120.50,121.13,118.91,100.00,SL_HIT,121.13,2025-12-26T02:03:17.602Z,-0.52,-0.52,115,0.53,"✓ Strong trend (ADX 39.3) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (33.3) | ✓ Strong trend (ADX 39.3) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Liquidity zone detected | ✓ Fair value gap (0.8%)",15m
2025-12-26T01:23:23.284Z,SOL/USDT,SHORT,TRENDING,MOMENTUM,120.50,121.30,118.91,100.00,SL_HIT,121.30,2025-12-26T02:13:19.316Z,-0.66,-0.66,95,0.53,"✓ Tendencia fuerte (ADX 39.3) | ✓ Alineación bajista de EMAs | ✓ MACD cruce bajista | ✓ RSI óptimo (33.3) | ✓ Tendencia fuerte (ADX 39.3) | ✓ Presión vendedora | ✓ OBV decreciente | ✓ Régimen favorable (TRENDING)",15m
2025-12-26T01:23:23.438Z,SOL/USDT,SHORT,TRENDING,MOMENTUM,120.50,121.13,118.91,100.00,SL_HIT,121.13,2025-12-26T02:03:20.305Z,-0.52,-0.52,115,0.53,"✓ Strong trend (ADX 39.3) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (33.3) | ✓ Strong trend (ADX 39.3) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Liquidity zone detected | ✓ Fair value gap (0.8%)",15m
2025-12-26T01:23:23.584Z,SOL/USDT,SHORT,TRENDING,MOMENTUM,120.50,121.13,118.91,100.00,SL_HIT,121.13,2025-12-26T02:03:21.134Z,-0.52,-0.52,115,0.53,"✓ Strong trend (ADX 39.3) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (33.3) | ✓ Strong trend (ADX 39.3) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Liquidity zone detected | ✓ Fair value gap (0.8%)",15m
2025-12-26T01:23:24.613Z,XRP/USDT,SHORT,TRENDING,MOMENTUM,1.83,1.84,1.81,100.00,SL_HIT,1.840,2025-12-26T02:13:20.147Z,-0.55,-0.55,95,0.01,"✓ Tendencia fuerte (ADX 44.2) | ✓ Alineación bajista de EMAs | ✓ MACD cruce bajista | ✓ RSI óptimo (30.8) | ✓ Tendencia fuerte (ADX 44.2) | ✓ Presión vendedora | ✓ OBV decreciente | ✓ Régimen favorable (TRENDING)",15m
2025-12-26T01:23:29.918Z,LINK/USDT,SHORT,TRENDING,MOMENTUM,12.14,12.20,12.00,100.00,SL_HIT,12.20,2025-12-26T02:08:20.388Z,-0.49,-0.49,95,0.06,"✓ RSI optimal (42.1) | ✓ Strong trend (ADX 40.9) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (42.1) | ✓ Strong trend (ADX 40.9) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING)",15m
2025-12-26T01:23:29.942Z,LINK/USDT,SHORT,TRENDING,MOMENTUM,12.14,12.20,12.00,100.00,SL_HIT,12.20,2025-12-26T02:08:21.233Z,-0.49,-0.49,95,0.06,"✓ RSI optimal (42.1) | ✓ Strong trend (ADX 40.9) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (42.1) | ✓ Strong trend (ADX 40.9) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING)",15m
2025-12-26T01:23:30.454Z,LINK/USDT,SHORT,TRENDING,MOMENTUM,12.14,12.23,11.96,100.00,SL_HIT,12.23,2025-12-26T02:13:20.982Z,-0.74,-0.74,95,0.06,"✓ RSI óptimo (42.1) | ✓ Tendencia fuerte (ADX 40.9) | ✓ Alineación bajista de EMAs | ✓ MACD cruce bajista | ✓ RSI óptimo (42.1) | ✓ Tendencia fuerte (ADX 40.9) | ✓ Presión vendedora | ✓ OBV decreciente | ✓ Régimen favorable (TRENDING)",15m
2025-12-26T01:23:32.882Z,LINK/USDT,SHORT,TRENDING,MOMENTUM,12.14,12.20,12.00,100.00,SL_HIT,12.20,2025-12-26T02:08:23.386Z,-0.49,-0.49,95,0.06,"✓ RSI optimal (42.1) | ✓ Strong trend (ADX 40.9) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (42.1) | ✓ Strong trend (ADX 40.9) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING)",15m
2025-12-26T01:38:09.636Z,XRP/USDT,SHORT,TRENDING,MOMENTUM,1.84,1.85,1.82,100.00,SL_HIT,1.85,2025-12-26T02:18:19.432Z,-0.54,-0.54,115,0.01,"✓ Strong trend (ADX 44.1) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (34.3) | ✓ Strong trend (ADX 44.1) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected",15m
2025-12-26T01:38:09.950Z,XRP/USDT,SHORT,TRENDING,MOMENTUM,1.838,1.849,1.818,100.00,SL_HIT,1.85,2025-12-26T02:18:20.270Z,-0.60,-0.60,115,0.01,"✓ Strong trend (ADX 44.1) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (34.3) | ✓ Strong trend (ADX 44.1) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected",15m
2025-12-26T01:38:10.465Z,XRP/USDT,SHORT,TRENDING,MOMENTUM,1.838,1.849,1.818,100.00,SL_HIT,1.85,2025-12-26T02:18:21.088Z,-0.60,-0.60,115,0.01,"✓ Strong trend (ADX 44.1) | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (34.3) | ✓ Strong trend (ADX 44.1) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected",15m
2025-12-26T02:03:39.228Z,BTC/USDT,SHORT,NEUTRAL,MOMENTUM,87466.89,87904.22,85000.00,100.00,SL_HIT,87904.22,2025-12-26T02:18:21.914Z,-0.50,-0.50,70,197.41,"✓ RSI optimal (47.1) | ✓ Strong trend (ADX 40.2) | ✓ OBV rising | ✓ RSI optimal (47.1) | ✓ Strong trend (ADX 40.2) | ✓ Selling pressure (DMI) | ✓ Orderbook sellers (Strong sellers (-40.5%)) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected",15m
2025-12-26T02:03:41.488Z,BNB/USDT,SHORT,TRENDING,MOMENTUM,832.05,839.52,800.00,100.00,SL_HIT,839.52,2025-12-26T02:18:22.754Z,-0.90,-0.90,115,1.93,"✓ Strong trend (ADX 38.9) | ✓ Bearish EMA alignment | ✓ RSI optimal (38.2) | ✓ Strong trend (ADX 38.9) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Orderbook sellers (Strong sellers (-26.8%)) | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (0.8%)",15m
2025-12-26T02:18:33.733Z,BTC/USDT,LONG,TRENDING,MOMENTUM,88516.52,87829.86,90000.00,100.00,SL_HIT,87829.86,2025-12-26T16:15:42.346Z,-0.78,-0.78,75,262.12,"✓ Volume 3.2x avg | ✓ Strong trend (ADX 39.7) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 3.2x avg | ✓ Strong trend (ADX 39.7) | ✓ Orderbook buyers (Strong buyers (+43.2%)) | ✓ Favorable regime (TRENDING) | ✓ Fair value gap (0.8%)",15m
2025-12-26T02:18:37.833Z,XRP/USDT,LONG,NEUTRAL,MOMENTUM,1.864,1.848,2.000,100.00,SL_HIT,1.85,2025-12-26T16:15:43.580Z,-0.86,-0.86,90,0.01,"✓ RSI optimal (62.7) | ✓ Volume 1.6x avg | ✓ Strong trend (ADX 40.9) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 1.6x avg | ✓ Strong trend (ADX 40.9) | ✓ Orderbook buyers (Balanced (13.0%)) | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-26T02:18:40.093Z,DOGE/USDT,SHORT,TRENDING,MOMENTUM,0.1259,0.1271,0.1240,100.00,SL_HIT,0.13,2025-12-26T02:33:15.701Z,-0.95,-0.95,85,0.00,"✓ RSI optimal (58.9) | ✓ Volume 1.8x avg | ✓ Strong trend (ADX 41.2) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ RSI optimal (58.9) | ✓ Volume 1.8x avg | ✓ Strong trend (ADX 41.2) | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts",15m
2025-12-26T02:18:42.624Z,LTC/USDT,LONG,TRENDING,MOMENTUM,77.29,76.56,80.00,100.00,SL_HIT,76.56,2025-12-26T16:15:44.703Z,-0.94,-0.94,70,0.36,"✓ RSI optimal (64.0) | ✓ Volume 1.4x avg | ✓ Strong trend (ADX 28.5) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 1.4x avg | ✓ Strong trend (ADX 28.5) | ✓ Favorable regime (TRENDING)",15m
2025-12-26T02:18:43.669Z,LINK/USDT,LONG,NEUTRAL,MOMENTUM,12.39,12.33,12.59,100.00,SL_HIT,12.33,2025-12-26T04:08:38.125Z,-0.48,-0.48,80,0.07,"✓ RSI optimal (68.6) | ✓ Volume 2.0x avg | ✓ Strong trend (ADX 36.3) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 2.0x avg | ✓ Strong trend (ADX 36.3) | ✓ Liquidity zone detected | ✓ Fair value gap (1.1%)",15m
2025-12-26T02:23:10.110Z,XRP/USDT,LONG,NEUTRAL,MOMENTUM,1.874,1.863,2.000,100.00,SL_HIT,1.863,2025-12-26T04:03:41.626Z,-0.59,-0.59,70,0.01,"✓ RSI optimal (68.5) | ✓ Volume 2.9x avg | ✓ Strong trend (ADX 41.4) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 2.9x avg | ✓ Strong trend (ADX 41.4) | ✓ Orderbook buyers (Strong buyers (+39.0%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Fair value gap (1.0%)",15m
2025-12-26T02:23:10.441Z,XRP/USDT,LONG,NEUTRAL,MOMENTUM,1.87,1.86,2.00,100.00,SL_HIT,1.860,2025-12-26T04:03:44.069Z,-0.53,-0.53,70,0.01,"✓ RSI optimal (68.5) | ✓ Volume 2.9x avg | ✓ Strong trend (ADX 41.4) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 2.9x avg | ✓ Strong trend (ADX 41.4) | ✓ Orderbook buyers (Strong buyers (+37.9%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Fair value gap (1.0%)",15m
2025-12-26T02:23:10.993Z,XRP/USDT,LONG,NEUTRAL,MOMENTUM,1.875,1.863,2.000,100.00,SL_HIT,1.863,2025-12-26T04:03:44.903Z,-0.64,-0.64,70,0.01,"✓ RSI optimal (68.7) | ✓ Volume 2.9x avg | ✓ Strong trend (ADX 41.4) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 2.9x avg | ✓ Strong trend (ADX 41.4) | ✓ Orderbook buyers (Strong buyers (+25.8%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Fair value gap (1.0%)",15m
2025-12-26T02:38:11.556Z,ADA/USDT,LONG,NEUTRAL,MOMENTUM,0.3562,0.3531,0.3613,100.00,SL_HIT,0.3531,2025-12-26T04:03:45.744Z,-0.87,-0.87,80,0.00,"✓ RSI optimal (67.2) | ✓ Volume 1.2x avg | ✓ Strong trend (ADX 38.8) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 1.2x avg | ✓ Strong trend (ADX 38.8) | ✓ Orderbook buyers (Balanced (12.4%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.3%)",15m
2025-12-26T02:38:11.876Z,ADA/USDT,LONG,NEUTRAL,MOMENTUM,0.3562,0.3531,0.3613,100.00,SL_HIT,0.3531,2025-12-26T04:03:46.825Z,-0.87,-0.87,80,0.00,"✓ RSI optimal (67.2) | ✓ Volume 1.2x avg | ✓ Strong trend (ADX 38.8) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 1.2x avg | ✓ Strong trend (ADX 38.8) | ✓ Orderbook buyers (Balanced (12.7%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.3%)",15m
2025-12-26T02:38:11.955Z,ADA/USDT,LONG,NEUTRAL,MOMENTUM,0.36,0.35,0.36,100.00,SL_HIT,0.35,2025-12-26T16:15:45.530Z,-2.78,-2.78,80,0.00,"✓ RSI optimal (67.2) | ✓ Volume 1.2x avg | ✓ Strong trend (ADX 38.8) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Volume 1.2x avg | ✓ Strong trend (ADX 38.8) | ✓ Orderbook buyers (Balanced (14.4%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.3%)",15m
2025-12-26T03:58:42.797Z,ETH/USDT,LONG,TRENDING,MOMENTUM,2965.85,2945.49,3000.00,100.00,SL_HIT,2945.49,2025-12-26T16:15:46.358Z,-0.69,-0.69,115,12.41,"✓ Bullish EMA alignment | ✓ MACD bullish crossover | ✓ RSI optimal (62.6) | ✓ Strong trend (ADX 34.6) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Strong trend (ADX 34.6) | ✓ Favorable regime (TRENDING) | ✓ Liquidity zone detected | ✓ Fair value gap (0.7%)",15m
2025-12-26T03:58:44.836Z,SOL/USDT,LONG,NEUTRAL,MOMENTUM,122.65,121.60,124.37,100.00,SL_HIT,121.60,2025-12-26T17:00:41.688Z,-0.86,-0.86,80,0.64,"✓ MACD bullish crossover | ✓ RSI optimal (54.6) | ✓ Strong trend (ADX 30.0) | ✓ Buying pressure (DMI) | ✓ RSI optimal (54.6) | ✓ Strong trend (ADX 30.0) | ✓ OBV falling | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-26T03:58:45.901Z,DOGE/USDT,LONG,TRENDING,MOMENTUM,0.1261,0.1253,0.1277,100.00,SL_HIT,0.13,2025-12-26T16:15:48.019Z,-0.63,-0.63,75,0.00,"✓ MACD bullish crossover | ✓ RSI optimal (57.0) | ✓ Strong trend (ADX 33.2) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ RSI optimal (57.0) | ✓ Strong trend (ADX 33.2) | ✓ Fair value gap (0.8%)",15m
2025-12-26T03:58:49.005Z,DOGE/USDT,LONG,TRENDING,MOMENTUM,0.1261,0.1253,0.1277,100.00,SL_HIT,0.13,2025-12-26T16:15:48.831Z,-0.63,-0.63,75,0.00,"✓ MACD bullish crossover | ✓ RSI optimal (57.4) | ✓ Strong trend (ADX 33.3) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ RSI optimal (57.4) | ✓ Strong trend (ADX 33.3) | ✓ Fair value gap (0.8%)",15m
2025-12-26T03:58:49.580Z,DOGE/USDT,LONG,TRENDING,MOMENTUM,0.1261,0.1253,0.1277,100.00,SL_HIT,0.13,2025-12-26T16:15:49.815Z,-0.63,-0.63,75,0.00,"✓ MACD bullish crossover | ✓ RSI optimal (57.5) | ✓ Strong trend (ADX 33.3) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ RSI optimal (57.5) | ✓ Strong trend (ADX 33.3) | ✓ Fair value gap (0.8%)",15m
2025-12-26T03:58:50.883Z,DOGE/USDT,LONG,TRENDING,MOMENTUM,0.13,0.13,0.13,100.00,SL_HIT,0.1300,2025-12-26T04:03:51.878Z,0.00,0.00,75,0.00,"✓ MACD bullish crossover | ✓ RSI optimal (57.3) | ✓ Strong trend (ADX 33.3) | ✓ Buying pressure (DMI) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ RSI optimal (57.3) | ✓ Strong trend (ADX 33.3) | ✓ Fair value gap (0.8%)",15m
2025-12-26T04:13:28.514Z,BNB/USDT,LONG,TRENDING,MOMENTUM,839.00,833.09,848.37,100.00,SL_HIT,833.09,2025-12-26T16:15:50.942Z,-0.70,-0.70,70,2.62,"✓ MACD bullish crossover | ✓ RSI optimal (53.5) | ✓ Strong trend (ADX 28.6) | ✓ Buying pressure (DMI) | ✓ Bearish EMA alignment | ✓ RSI optimal (53.5) | ✓ Strong trend (ADX 28.6) | ✓ OBV falling | ✓ Liquidity zone detected",15m
2025-12-26T04:13:29.557Z,POL/USDT,LONG,TRENDING,MOMENTUM,0.1049,0.1044,0.1064,100.00,SL_HIT,0.10,2025-12-26T16:15:52.034Z,-0.48,-0.48,90,0.00,"✓ MACD bullish crossover | ✓ RSI optimal (51.6) | ✓ Strong trend (ADX 36.9) | ✓ Buying pressure (DMI) | ✓ Bearish EMA alignment | ✓ RSI optimal (51.6) | ✓ Strong trend (ADX 36.9) | ✓ OBV falling | ✓ Orderbook buyers (Balanced (14.6%)) | ✓ Liquidity zone detected | ✓ Fair value gap (1.4%)",15m
2025-12-26T04:13:31.131Z,LINK/USDT,LONG,TRENDING,MOMENTUM,12.35,12.27,12.56,100.00,SL_HIT,12.27,2025-12-26T16:15:53.147Z,-0.65,-0.65,110,0.07,"✓ Bullish EMA alignment | ✓ MACD bullish crossover | ✓ RSI optimal (57.1) | ✓ Strong trend (ADX 33.8) | ✓ Buying pressure (DMI) | ✓ RSI optimal (57.1) | ✓ Strong trend (ADX 33.8) | ✓ OBV falling | ✓ Favorable regime (TRENDING) | ✓ Liquidity zone detected | ✓ Fair value gap (1.1%)",15m
2025-12-26T04:28:35.262Z,POL/USDT,LONG,TRENDING,MOMENTUM,0.1050,0.1044,0.1064,100.00,SL_HIT,0.10,2025-12-26T16:15:53.986Z,-0.57,-0.57,70,0.00,"✓ MACD bullish crossover | ✓ RSI optimal (52.8) | ✓ Strong trend (ADX 35.2) | ✓ Buying pressure (DMI) | ✓ Bearish EMA alignment | ✓ RSI optimal (52.8) | ✓ Strong trend (ADX 35.2) | ✓ Orderbook buyers (Balanced (11.8%)) | ⚠ Market sentiment alignment: -10 pts | ✓ Liquidity zone detected",15m
2025-12-26T16:25:32.711Z,BTC/USDT,SHORT,NEUTRAL,MOMENTUM,87229.25,87935.06,85000.00,100.00,OPEN,,,,,80,294.22,"✓ Strong trend (ADX 34.7) | ✓ OBV rising | ✓ MACD bearish crossover | ✓ RSI optimal (32.9) | ✓ Strong trend (ADX 34.7) | ✓ Selling pressure (DMI) | ✓ Orderbook sellers (Strong sellers (-35.0%)) | ✓ Market sentiment alignment: +10 pts",15m
2025-12-26T16:25:34.048Z,ETH/USDT,SHORT,NEUTRAL,MOMENTUM,2923.87,2939.97,2892.30,100.00,OPEN,,,,,100,12.25,"✓ Strong trend (ADX 31.4) | ✓ OBV rising | ✓ MACD bearish crossover | ✓ RSI optimal (36.3) | ✓ Strong trend (ADX 31.4) | ✓ Selling pressure (DMI) | ✓ Orderbook sellers (Strong sellers (-16.7%)) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.1%)",15m
2025-12-26T16:25:35.668Z,BNB/USDT,SHORT,TRENDING,MOMENTUM,829.58,837.73,800.00,100.00,OPEN,,,,,110,2.66,"✓ Strong trend (ADX 34.1) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (35.0) | ✓ Strong trend (ADX 34.1) | ✓ Selling pressure (DMI) | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Fair value gap (0.9%)",15m
2025-12-26T16:25:37.299Z,XRP/USDT,SHORT,TRENDING,MOMENTUM,1.843,1.858,1.821,100.00,OPEN,,,,,120,0.01,"✓ Strong trend (ADX 30.9) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (36.4) | ✓ Strong trend (ADX 30.9) | ✓ Selling pressure (DMI) | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (0.9%)",15m
2025-12-26T16:25:38.636Z,ADA/USDT,SHORT,TRENDING,MOMENTUM,0.3476,0.3513,0.3421,100.00,OPEN,,,,,105,0.00,"✓ Strong trend (ADX 30.3) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ Strong trend (ADX 30.3) | ✓ Selling pressure (DMI) | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-26T16:25:41.178Z,POL/USDT,SHORT,TRENDING,MOMENTUM,0.1034,0.1051,0.1000,100.00,OPEN,,,,,110,0.00,"✓ Strong trend (ADX 31.6) | ✓ OBV rising | ✓ Bearish EMA alignment | ✓ MACD bearish crossover | ✓ RSI optimal (39.3) | ✓ Strong trend (ADX 31.6) | ✓ Selling pressure (DMI) | ✓ Favorable regime (TRENDING) | ✓ Market sentiment alignment: +10 pts | ✓ Fair value gap (1.0%)",15m
2025-12-26T16:25:42.520Z,LTC/USDT,SHORT,NEUTRAL,MOMENTUM,76.49,77.02,75.43,100.00,OPEN,,,,,90,0.33,"✓ RSI optimal (42.2) | ✓ Strong trend (ADX 27.4) | ✓ OBV rising | ✓ MACD bearish crossover | ✓ RSI optimal (42.2) | ✓ Strong trend (ADX 27.4) | ✓ Selling pressure (DMI) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (0.7%)",15m
2025-12-26T16:25:43.553Z,LINK/USDT,SHORT,NEUTRAL,MOMENTUM,12.20,12.33,12.01,100.00,OPEN,,,,,90,0.06,"✓ Strong trend (ADX 33.8) | ✓ OBV rising | ✓ MACD bearish crossover | ✓ RSI optimal (34.9) | ✓ Strong trend (ADX 33.8) | ✓ Selling pressure (DMI) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.1%)",15m
2025-12-26T17:10:33.641Z,SOL/USDT,SHORT,NEUTRAL,MOMENTUM,121.60,122.21,119.62,100.00,SL_HIT,122.21,2025-12-26T17:49:08.899Z,-0.50,-0.50,90,0.66,"✓ Strong trend (ADX 32.2) | ✓ OBV rising | ✓ MACD bearish crossover | ✓ RSI optimal (39.1) | ✓ Strong trend (ADX 32.2) | ✓ Selling pressure (DMI) | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
2025-12-26T17:58:52.192Z,SOL/USDT,SHORT,NEUTRAL,MOMENTUM,121.64,122.63,119.98,100.00,OPEN,,,,,95,0.66,"✓ RSI optimal (41.0) | ✓ Strong trend (ADX 31.0) | ✓ MACD bearish crossover | ✓ RSI optimal (41.0) | ✓ Strong trend (ADX 31.0) | ✓ Selling pressure (DMI) | ✓ OBV falling | ✓ Market sentiment alignment: +10 pts | ✓ Liquidity zone detected | ✓ Fair value gap (1.0%)",15m
